Model,Model_Path,Variant,Dataset,Image_Type,Resolution,Loss,Optimizer,DeNoising,Attention,auc_roc_score_agg_absolute,auc_roc_score_agg_psnr,auc_roc_score_agg_squared,auc_roc_score_agg_ssim,auc_roc_score_mean_absolute,auc_roc_score_mean_psnr,auc_roc_score_mean_squared,auc_roc_score_mean_ssim,auc_roc_score_overall_absolute,auc_roc_score_overall_psnr,auc_roc_score_overall_squared,auc_roc_score_overall_ssim,eer_agg_absolute,eer_agg_psnr,eer_agg_squared,eer_agg_ssim,eer_overall_absolute,eer_overall_psnr,eer_overall_squared,eer_overall_ssim,pr_roc_score_agg_absolute,pr_roc_score_agg_psnr,pr_roc_score_agg_squared,pr_roc_score_agg_ssim,pr_roc_score_mean_absolute,pr_roc_score_mean_psnr,pr_roc_score_mean_squared,pr_roc_score_mean_ssim,pr_roc_score_overall_absolute,pr_roc_score_overall_psnr,pr_roc_score_overall_squared,pr_roc_score_overall_ssim,precision_absolute_agg,precision_squared_agg,precision_ssim_agg,precision_psnr_agg,recall_absolute_agg,recall_squared_agg,recall_ssim_agg,recall_psnr_agg,f1-score_absolute_agg,f1-score_squared_agg,f1-score_ssim_agg,f1-score_psnr_agg,support_absolute_agg,support_squared_agg,support_ssim_agg,support_psnr_agg,conf_mat_absolute_agg,conf_mat_squared_agg,conf_mat_ssim_agg,conf_mat_psnr_agg,precision_absolute_overall,precision_squared_overall,precision_ssim_overall,precision_psnr_overall,recall_absolute_overall,recall_squared_overall,recall_ssim_overall,recall_psnr_overall,f1-score_absolute_overall,f1-score_squared_overall,f1-score_ssim_overall,f1-score_psnr_overall,support_absolute_overall,support_squared_overall,support_ssim_overall,support_psnr_overall,conf_mat_absolute_overall,conf_mat_squared_overall,conf_mat_ssim_overall,conf_mat_psnr_overall
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7476,0.7049,0.6953,0.7582,0.7476,0.7049,0.6953,0.7582,0.7476,0.7049,0.6953,0.7582,0.3371,0.3414,0.3594,0.3395,0.3371,0.3414,0.3594,0.3395,0.9901,0.9875,0.9865,0.9909,0.9901,0.9875,0.9865,0.9909,0.9901,0.9875,0.9865,0.9909,0.9686,0.9592,0.9599,0.9603,0.4765,0.7063,0.8566,0.6612,0.6183,0.8048,0.9009,0.7727,21344,21344,21344,21344,"526,54,11120,9644","348,232,6037,14727","288,292,2768,17996","381,199,7032,13732",0.9686,0.9592,0.9599,0.9603,0.4765,0.7063,0.8566,0.6612,0.6183,0.8048,0.9009,0.7727,21344,21344,21344,21344,"526,54,11120,9644","348,232,6037,14727","288,292,2768,17996","381,199,7032,13732"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.761,0.7053,0.7055,0.7676,0.761,0.7053,0.7055,0.7676,0.761,0.7053,0.7055,0.7676,0.3397,0.3466,0.3431,0.3371,0.3397,0.3466,0.3431,0.3371,0.9913,0.9875,0.9874,0.9915,0.9913,0.9875,0.9874,0.9915,0.9913,0.9875,0.9874,0.9915,0.9721,0.96,0.9602,0.9602,0.4241,0.6996,0.8728,0.6826,0.5665,0.8002,0.9105,0.7881,21344,21344,21344,21344,"563,17,12276,8488","362,218,6193,14571","284,296,2420,18344","372,208,6567,14197",0.9721,0.96,0.9602,0.9602,0.4241,0.6996,0.8728,0.6826,0.5665,0.8002,0.9105,0.7881,21344,21344,21344,21344,"563,17,12276,8488","362,218,6193,14571","284,296,2420,18344","372,208,6567,14197"
BICGRU_AE_128_3X3_L,BICGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7438,0.7043,0.6969,0.7563,0.7438,0.7043,0.6969,0.7563,0.7438,0.7043,0.6969,0.7563,0.3517,0.3546,0.3638,0.3448,0.3517,0.3546,0.3638,0.3448,0.9899,0.9875,0.9868,0.9908,0.9899,0.9875,0.9868,0.9908,0.9899,0.9875,0.9868,0.9908,0.9694,0.9596,0.9598,0.9598,0.4824,0.7191,0.86,0.7123,0.6237,0.8136,0.9029,0.8089,21344,21344,21344,21344,"533,47,11000,9764","348,232,5764,15000","285,295,2694,18070","354,226,5915,14849",0.9694,0.9596,0.9598,0.9598,0.4824,0.7191,0.86,0.7123,0.6237,0.8136,0.9029,0.8089,21344,21344,21344,21344,"533,47,11000,9764","348,232,5764,15000","285,295,2694,18070","354,226,5915,14849"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7626,0.7144,0.7164,0.7601,0.7626,0.7144,0.7164,0.7601,0.7626,0.7144,0.7164,0.7601,0.3414,0.3444,0.3372,0.3481,0.3414,0.3444,0.3372,0.3481,0.9914,0.988,0.9881,0.991,0.9914,0.988,0.9881,0.991,0.9914,0.988,0.9881,0.991,0.9728,0.9606,0.9602,0.9605,0.4164,0.7045,0.8452,0.7107,0.5585,0.8035,0.8941,0.8079,21344,21344,21344,21344,"570,10,12447,8317","370,210,6098,14666","300,280,3025,17739","365,215,5959,14805",0.9728,0.9606,0.9602,0.9605,0.4164,0.7045,0.8452,0.7107,0.5585,0.8035,0.8941,0.8079,21344,21344,21344,21344,"570,10,12447,8317","370,210,6098,14666","300,280,3025,17739","365,215,5959,14805"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7629,0.7239,0.7234,0.765,0.7629,0.7239,0.7234,0.765,0.7629,0.7239,0.7234,0.765,0.3308,0.3379,0.3397,0.3386,0.3308,0.3379,0.3397,0.3386,0.9912,0.9889,0.9886,0.9913,0.9912,0.9889,0.9886,0.9913,0.9912,0.9889,0.9886,0.9913,0.9705,0.9602,0.9601,0.9609,0.4457,0.6921,0.8579,0.66,0.5885,0.7949,0.9017,0.7717,21344,21344,21344,21344,"547,33,11797,8967","368,212,6360,14404","292,288,2746,18018","389,191,7067,13697",0.9705,0.9602,0.9601,0.9609,0.4457,0.6921,0.8579,0.66,0.5885,0.7949,0.9017,0.7717,21344,21344,21344,21344,"547,33,11797,8967","368,212,6360,14404","292,288,2746,18018","389,191,7067,13697"
BICLSTM_AE_128_3X3_L,BICLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7772,0.7173,0.7202,0.77,0.7772,0.7173,0.7202,0.77,0.7772,0.7173,0.7202,0.77,0.329,0.3259,0.3189,0.3378,0.329,0.3259,0.3189,0.3378,0.9921,0.9882,0.9883,0.9916,0.9921,0.9882,0.9883,0.9916,0.9921,0.9882,0.9883,0.9916,0.9659,0.9617,0.9607,0.9614,0.5726,0.6876,0.8689,0.6891,0.7032,0.7916,0.9083,0.7927,21344,21344,21344,21344,"479,101,9022,11742","392,188,6479,14285","294,286,2512,18252","387,193,6443,14321",0.9659,0.9617,0.9607,0.9614,0.5726,0.6876,0.8689,0.6891,0.7032,0.7916,0.9083,0.7927,21344,21344,21344,21344,"479,101,9022,11742","392,188,6479,14285","294,286,2512,18252","387,193,6443,14321"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7579,0.7611,0.7487,0.7601,0.7579,0.7611,0.7487,0.7601,0.7579,0.7611,0.7487,0.7601,0.3069,0.319,0.3164,0.3197,0.3069,0.319,0.3164,0.3197,0.9904,0.9912,0.99,0.9905,0.9904,0.9912,0.99,0.9905,0.9904,0.9912,0.99,0.9905,0.9629,0.9626,0.9618,0.9663,0.6775,0.6751,0.7035,0.5266,0.7843,0.7826,0.8028,0.6641,21344,21344,21344,21344,"412,168,6715,14049","409,171,6763,14001","387,193,6135,14629","493,87,10018,10746",0.9629,0.9626,0.9618,0.9663,0.6775,0.6751,0.7035,0.5266,0.7843,0.7826,0.8028,0.6641,21344,21344,21344,21344,"412,168,6715,14049","409,171,6763,14001","387,193,6135,14629","493,87,10018,10746"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7811,0.7665,0.7718,0.7706,0.7811,0.7665,0.7718,0.7706,0.7811,0.7665,0.7718,0.7706,0.3039,0.3121,0.3084,0.319,0.3039,0.3121,0.3084,0.319,0.9922,0.9912,0.9915,0.9915,0.9922,0.9912,0.9915,0.9915,0.9922,0.9912,0.9915,0.9915,0.9614,0.9666,0.9614,0.9662,0.845,0.5924,0.8534,0.5867,0.8941,0.7193,0.8992,0.7147,21344,21344,21344,21344,"321,259,3050,17714","483,97,8602,12162","317,263,2866,17898","479,101,8721,12043",0.9614,0.9666,0.9614,0.9662,0.845,0.5924,0.8534,0.5867,0.8941,0.7193,0.8992,0.7147,21344,21344,21344,21344,"321,259,3050,17714","483,97,8602,12162","317,263,2866,17898","479,101,8721,12043"
BICRNN_AE_128_3X3_L,BICRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7833,0.7458,0.75,0.7583,0.7833,0.7458,0.75,0.7583,0.7833,0.7458,0.75,0.7583,0.319,0.3292,0.3272,0.3445,0.319,0.3292,0.3272,0.3445,0.9924,0.9903,0.9905,0.9909,0.9924,0.9903,0.9905,0.9909,0.9924,0.9903,0.9905,0.9909,0.9689,0.9606,0.9609,0.9599,0.5134,0.7673,0.8188,0.7697,0.652,0.8457,0.8782,0.8472,21344,21344,21344,21344,"524,56,10330,10434","345,235,4731,16033","326,254,3614,17150","333,247,4669,16095",0.9689,0.9606,0.9609,0.9599,0.5134,0.7673,0.8188,0.7697,0.652,0.8457,0.8782,0.8472,21344,21344,21344,21344,"524,56,10330,10434","345,235,4731,16033","326,254,3614,17150","333,247,4669,16095"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7428,0.7074,0.7054,0.7634,0.7428,0.7074,0.7054,0.7634,0.7428,0.7074,0.7054,0.7634,0.3527,0.3397,0.3448,0.3403,0.3527,0.3397,0.3448,0.3403,0.9902,0.9874,0.9871,0.9913,0.9902,0.9874,0.9871,0.9913,0.9902,0.9874,0.9871,0.9913,0.9693,0.96,0.9602,0.9599,0.4478,0.743,0.877,0.7379,0.5907,0.8297,0.9129,0.8263,21344,21344,21344,21344,"536,44,11742,9022","345,235,5251,15513","281,299,2327,18437","346,234,5360,15404",0.9693,0.96,0.9602,0.9599,0.4478,0.743,0.877,0.7379,0.5907,0.8297,0.9129,0.8263,21344,21344,21344,21344,"536,44,11742,9022","345,235,5251,15513","281,299,2327,18437","346,234,5360,15404"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7528,0.6718,0.6757,0.7436,0.7528,0.6718,0.6757,0.7436,0.7528,0.6718,0.6757,0.7436,0.3466,0.3517,0.35,0.3655,0.3466,0.3517,0.35,0.3655,0.9909,0.9849,0.9852,0.9901,0.9909,0.9849,0.9852,0.9901,0.9909,0.9849,0.9852,0.9901,0.9713,0.9599,0.9602,0.9595,0.4256,0.7144,0.889,0.7136,0.5682,0.8104,0.9199,0.8099,21344,21344,21344,21344,"556,24,12236,8528","355,225,5871,14893","272,308,2062,18702","349,231,5881,14883",0.9713,0.9599,0.9602,0.9595,0.4256,0.7144,0.889,0.7136,0.5682,0.8104,0.9199,0.8099,21344,21344,21344,21344,"556,24,12236,8528","355,225,5871,14893","272,308,2062,18702","349,231,5881,14883"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7459,0.709,0.6931,0.7532,0.7459,0.709,0.6931,0.7532,0.7459,0.709,0.6931,0.7532,0.3395,0.3414,0.3621,0.3485,0.3395,0.3414,0.3621,0.3485,0.9897,0.9878,0.9861,0.9906,0.9897,0.9878,0.9861,0.9906,0.9897,0.9878,0.9861,0.9906,0.9692,0.9595,0.9598,0.9602,0.474,0.6827,0.8527,0.6954,0.6159,0.7883,0.8985,0.7972,21344,21344,21344,21344,"532,48,11179,9585","361,219,6553,14211","290,290,2855,17909","367,213,6288,14476",0.9692,0.9595,0.9598,0.9602,0.474,0.6827,0.8527,0.6954,0.6159,0.7883,0.8985,0.7972,21344,21344,21344,21344,"532,48,11179,9585","361,219,6553,14211","290,290,2855,17909","367,213,6288,14476"
CGRU_AE_128_3X3_L,CGRU_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7571,0.685,0.6871,0.7516,0.7571,0.685,0.6871,0.7516,0.7571,0.685,0.6871,0.7516,0.349,0.3517,0.3507,0.3427,0.349,0.3517,0.3507,0.3427,0.9911,0.9862,0.9862,0.9906,0.9911,0.9862,0.9862,0.9906,0.9911,0.9862,0.9862,0.9906,0.9728,0.9597,0.9599,0.9595,0.3979,0.6924,0.8525,0.6871,0.5393,0.7951,0.8985,0.7914,21344,21344,21344,21344,"570,10,12842,7922","360,220,6346,14418","291,289,2859,17905","359,221,6457,14307",0.9728,0.9597,0.9599,0.9595,0.3979,0.6924,0.8525,0.6871,0.5393,0.7951,0.8985,0.7914,21344,21344,21344,21344,"570,10,12842,7922","360,220,6346,14418","291,289,2859,17905","359,221,6457,14307"
CGRU_AE_128_3X3_SEQ2SEQ_L,CGRU_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Seq2Seq,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.8375,0.8553,0.8528,0.8562,0.8375,0.8553,0.8528,0.8562,0.8375,0.8553,0.8528,0.8562,0.231,0.2212,0.2242,0.2059,0.231,0.2212,0.2242,0.2059,0.9949,0.9955,0.9955,0.9955,0.9949,0.9955,0.9955,0.9955,0.9949,0.9955,0.9955,0.9955,0.9715,0.9732,0.9715,0.9737,0.6924,0.6995,0.7267,0.6853,0.7944,0.7994,0.8184,0.7892,21336,21336,21336,21336,"530,50,6514,14242","554,26,6385,14371","525,55,5777,14979","563,17,6698,14058",0.9715,0.9732,0.9715,0.9737,0.6924,0.6995,0.7267,0.6853,0.7944,0.7994,0.8184,0.7892,21336,21336,21336,21336,"530,50,6514,14242","554,26,6385,14371","525,55,5777,14979","563,17,6698,14058"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7625,0.701,0.7006,0.7532,0.7625,0.701,0.7006,0.7532,0.7625,0.701,0.7006,0.7532,0.3283,0.3543,0.356,0.3362,0.3283,0.3543,0.356,0.3362,0.9913,0.9875,0.9873,0.9907,0.9913,0.9875,0.9873,0.9907,0.9913,0.9875,0.9873,0.9907,0.972,0.9591,0.9597,0.9591,0.4273,0.6816,0.8346,0.6806,0.5699,0.7875,0.8877,0.7867,21344,21344,21344,21344,"562,18,12205,8559","356,224,6571,14193","298,282,3248,17516","357,223,6595,14169",0.972,0.9591,0.9597,0.9591,0.4273,0.6816,0.8346,0.6806,0.5699,0.7875,0.8877,0.7867,21344,21344,21344,21344,"562,18,12205,8559","356,224,6571,14193","298,282,3248,17516","357,223,6595,14169"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.753,0.7184,0.7195,0.772,0.753,0.7184,0.7195,0.772,0.753,0.7184,0.7195,0.772,0.3522,0.3389,0.3369,0.3338,0.3522,0.3389,0.3369,0.3338,0.991,0.988,0.988,0.9918,0.991,0.988,0.988,0.9918,0.991,0.988,0.988,0.9918,0.9715,0.9608,0.9682,0.9606,0.4278,0.6815,0.4975,0.6837,0.5705,0.7873,0.6378,0.7889,21344,21344,21344,21344,"558,22,12190,8574","381,199,6598,14166","519,61,10665,10099","377,203,6548,14216",0.9715,0.9608,0.9682,0.9606,0.4278,0.6815,0.4975,0.6837,0.5705,0.7873,0.6378,0.7889,21344,21344,21344,21344,"558,22,12190,8574","381,199,6598,14166","519,61,10665,10099","377,203,6548,14216"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7693,0.683,0.6862,0.7524,0.7693,0.683,0.6862,0.7524,0.7693,0.683,0.6862,0.7524,0.331,0.3638,0.3569,0.3586,0.331,0.3638,0.3569,0.3586,0.9917,0.9859,0.986,0.9906,0.9917,0.9859,0.986,0.9906,0.9917,0.9859,0.986,0.9906,0.9734,0.9596,0.9606,0.9594,0.4051,0.7376,0.9049,0.7396,0.5468,0.8261,0.9293,0.8274,21344,21344,21344,21344,"575,5,12692,8072","341,239,5362,15402","264,316,1713,19051","338,242,5317,15447",0.9734,0.9596,0.9606,0.9594,0.4051,0.7376,0.9049,0.7396,0.5468,0.8261,0.9293,0.8274,21344,21344,21344,21344,"575,5,12692,8072","341,239,5362,15402","264,316,1713,19051","338,242,5317,15447"
CLSTM_AE_128_3X3_L,CLSTM_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7546,0.7236,0.7178,0.7647,0.7546,0.7236,0.7178,0.7647,0.7546,0.7236,0.7178,0.7647,0.3388,0.3345,0.3431,0.3285,0.3388,0.3345,0.3431,0.3285,0.9907,0.9889,0.9882,0.9913,0.9907,0.9889,0.9882,0.9913,0.9907,0.9889,0.9882,0.9913,0.9661,0.9602,0.9602,0.9606,0.5428,0.6925,0.8508,0.6946,0.6782,0.7952,0.8975,0.7966,21344,21344,21344,21344,"488,92,9666,11098","368,212,6351,14413","297,283,2901,17863","373,207,6311,14453",0.9661,0.9602,0.9602,0.9606,0.5428,0.6925,0.8508,0.6946,0.6782,0.7952,0.8975,0.7966,21344,21344,21344,21344,"488,92,9666,11098","368,212,6351,14413","297,283,2901,17863","373,207,6311,14453"
CLSTM_AE_128_3X3_SEQ2SEQ_L,CLSTM_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Seq2Seq,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.8295,0.8545,0.8503,0.851,0.8295,0.8545,0.8503,0.851,0.8295,0.8545,0.8503,0.851,0.2338,0.2188,0.2198,0.2158,0.2338,0.2188,0.2198,0.2158,0.9943,0.9955,0.9953,0.9953,0.9943,0.9955,0.9953,0.9953,0.9943,0.9955,0.9953,0.9953,0.9708,0.9724,0.9714,0.9728,0.681,0.6981,0.7143,0.7017,0.7863,0.7984,0.8099,0.801,21336,21336,21336,21336,"522,58,6749,14007","542,38,6404,14352","525,55,6040,14716","548,32,6332,14424",0.9708,0.9724,0.9714,0.9728,0.681,0.6981,0.7143,0.7017,0.7863,0.7984,0.8099,0.801,21336,21336,21336,21336,"522,58,6749,14007","542,38,6404,14352","525,55,6040,14716","548,32,6332,14424"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7816,0.7627,0.7676,0.7667,0.7816,0.7627,0.7676,0.7667,0.7816,0.7627,0.7676,0.7667,0.3036,0.3194,0.3123,0.328,0.3036,0.3194,0.3123,0.328,0.9922,0.991,0.9912,0.9912,0.9922,0.991,0.9912,0.9912,0.9922,0.991,0.9912,0.9912,0.9616,0.9663,0.9615,0.9657,0.8315,0.6221,0.8469,0.623,0.886,0.7427,0.8953,0.7435,21344,21344,21344,21344,"331,249,3347,17417","473,107,7959,12805","321,259,3009,17755","465,115,7931,12833",0.9616,0.9663,0.9615,0.9657,0.8315,0.6221,0.8469,0.623,0.886,0.7427,0.8953,0.7435,21344,21344,21344,21344,"331,249,3347,17417","473,107,7959,12805","321,259,3009,17755","465,115,7931,12833"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-Y-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7885,0.7284,0.7327,0.7538,0.7885,0.7284,0.7327,0.7538,0.7885,0.7284,0.7327,0.7538,0.2982,0.3314,0.3293,0.3414,0.2982,0.3314,0.3293,0.3414,0.9926,0.9894,0.9896,0.9907,0.9926,0.9894,0.9896,0.9907,0.9926,0.9894,0.9896,0.9907,0.9671,0.9623,0.9598,0.9619,0.5841,0.6618,0.8066,0.6601,0.7125,0.7729,0.8706,0.7717,21344,21344,21344,21344,"491,89,8787,11977","408,172,7047,13717","314,266,3861,16903","404,176,7078,13686",0.9671,0.9623,0.9598,0.9619,0.5841,0.6618,0.8066,0.6601,0.7125,0.7729,0.8706,0.7717,21344,21344,21344,21344,"491,89,8787,11977","408,172,7047,13717","314,266,3861,16903","404,176,7078,13686"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.763,0.7578,0.7584,0.7602,0.763,0.7578,0.7584,0.7602,0.763,0.7578,0.7584,0.7602,0.316,0.3328,0.3252,0.3304,0.316,0.3328,0.3252,0.3304,0.9914,0.9911,0.991,0.9908,0.9914,0.9911,0.991,0.9908,0.9914,0.9911,0.991,0.9908,0.9633,0.9607,0.9606,0.9602,0.6568,0.8007,0.819,0.8364,0.7692,0.8669,0.8783,0.8889,21344,21344,21344,21344,"424,156,7170,13594","331,249,4005,16759","322,258,3605,17159","306,274,3217,17547",0.9633,0.9607,0.9606,0.9602,0.6568,0.8007,0.819,0.8364,0.7692,0.8669,0.8783,0.8889,21344,21344,21344,21344,"424,156,7170,13594","331,249,4005,16759","322,258,3605,17159","306,274,3217,17547"
CRNN_AE_128_3X3_L,CRNN_AE_128_3X3_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7908,0.7526,0.7569,0.7663,0.7908,0.7526,0.7569,0.7663,0.7908,0.7526,0.7569,0.7663,0.2982,0.3316,0.3284,0.3262,0.2982,0.3316,0.3284,0.3262,0.9927,0.9906,0.9908,0.9913,0.9927,0.9906,0.9908,0.9913,0.9927,0.9906,0.9908,0.9913,0.968,0.9651,0.9609,0.9649,0.5507,0.5717,0.826,0.5691,0.6847,0.7026,0.8826,0.7005,21344,21344,21344,21344,"508,72,9517,11247","469,111,9031,11733","323,257,3457,17307","468,112,9085,11679",0.968,0.9651,0.9609,0.9649,0.5507,0.5717,0.826,0.5691,0.6847,0.7026,0.8826,0.7005,21344,21344,21344,21344,"508,72,9517,11247","469,111,9031,11733","323,257,3457,17307","468,112,9085,11679"
CRNN_AE_128_3X3_SEQ2SEQ_L,CRNN_AE_128_3X3_SEQ2SEQ_L-4_RL-1_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Seq2Seq,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.84,0.8568,0.8552,0.8408,0.84,0.8568,0.8552,0.8408,0.84,0.8568,0.8552,0.8408,0.2276,0.2172,0.2238,0.2245,0.2276,0.2172,0.2238,0.2245,0.995,0.9956,0.9955,0.9949,0.995,0.9956,0.9955,0.9949,0.995,0.9956,0.9955,0.9949,0.971,0.9737,0.9702,0.974,0.701,0.6723,0.7358,0.6655,0.8006,0.7797,0.8247,0.7747,21336,21336,21336,21336,"522,58,6321,14435","564,16,6976,13780","504,76,5562,15194","568,12,7125,13631",0.971,0.9737,0.9702,0.974,0.701,0.6723,0.7358,0.6655,0.8006,0.7797,0.8247,0.7747,21336,21336,21336,21336,"522,58,6321,14435","564,16,6976,13780","504,76,5562,15194","568,12,7125,13631"
CRNN_AE_ATTN_128_3X3_L,CRNN_AE_ATTN_128_3X3_L-4_RL-2_DISDECONV-N-_DENOISING_ADAM_MSE_SUBWAY_ENTRANCE_NORMAL-{CRN}_.pkl,Normal,SUBWAY_ENTRANCE,NORMAL,128,MSE,ADAM,True,False,0.7499,0.7647,0.7605,0.6919,0.7499,0.7647,0.7605,0.6919,0.7499,0.7647,0.7605,0.6919,0.3151,0.3,0.2998,0.3534,0.3151,0.3,0.2998,0.3534,0.9912,0.992,0.9917,0.9861,0.9912,0.992,0.9917,0.9861,0.9912,0.992,0.9917,0.9861,0.968,0.9677,0.9606,0.9676,0.5856,0.6209,0.6176,0.6383,0.7135,0.7416,0.7398,0.7549,21344,21344,21344,21344,"502,78,8768,11996","492,88,8004,12760","400,180,7983,12781","487,93,7627,13137",0.968,0.9677,0.9606,0.9676,0.5856,0.6209,0.6176,0.6383,0.7135,0.7416,0.7398,0.7549,21344,21344,21344,21344,"502,78,8768,11996","492,88,8004,12760","400,180,7983,12781","487,93,7627,13137"
